10,0
20,0
30,0
40,0
50,0
60,0
70,0
80,0
90,0
100,0
200,1
300,1
400,0
500,0
600,0
700,0
800,1
900,0
1000,1
2000,0
3000,2
4000,2
5000,1
6000,2
7000,2
8000,2
9000,6
10000,11
20000,6
30000,20
40000,13
50000,12
60000,10
70000,13
80000,29
90000,22
100000,17
200000,33
300000,45
400000,69
500000,89
600000,120
700000,118
800000,135
900000,158
1000000,158
2000000,467
3000000,482
4000000,622
5000000,983
6000000,1360
7000000,1180
8000000,1345
9000000,1651
10000000,1623
